oylik_daromad,oylik_xarajat,qarz_miqdori,kredit_oylik_tolovi,biznes_yoshi,kech_tolovlar,soliq_qarzi,soha,hudud,naqd_ulushi,mavsumiylik,xodimlar_soni,import_bogliq,valyuta_kurs_xavfi,risk_score,bankrot
91141742,68321118,6982930,40598,9,2,25228421,Xizmat,Viloyat,0.92,1,11,0,0.03,27,1
140926709,103346595,9498236,89212,9,2,2642464,Ishlab chiqarish,Toshkent,0.54,1,49,0,0.25,15,0
101226972,69204491,21552135,236307,0,9,33800889,Savdo,Toshkent,0.75,1,90,0,0.08,44,0
445698728,392255290,245341162,3018965,6,8,0,Ishlab chiqarish,Toshkent,0.69,0,65,1,0.74,52,0
154882375,148703250,21891860,268933,8,3,17369178,Xizmat,Viloyat,0.49,1,114,0,0.01,56,1
161216461,165980216,25560185,309634,12,3,0,Savdo,Viloyat,0.32,1,51,0,0.25,99,1
87703068,78097931,15131535,174815,15,6,0,Xizmat,Toshkent,0.81,0,82,1,0.6,30,0
114524945,73816495,59858425,494150,12,4,0,Savdo,Toshkent,0.42,1,50,0,0.02,29,0
186237426,154889360,19267005,232525,13,3,0,Savdo,Toshkent,0.4,0,11,1,0.64,27,0
402656323,253843227,180777287,1843943,3,10,0,Ishlab chiqarish,Toshkent,0.35,0,52,0,0.09,46,0
88146383,72338042,29140060,191091,7,4,59885355,Xizmat,Viloyat,0.78,1,69,0,0.26,23,0
202865688,146224088,110503295,646796,6,8,0,Savdo,Toshkent,0.86,1,71,0,0.38,32,0
199430457,189788059,51503762,573034,8,2,0,Ishlab chiqarish,Toshkent,0.65,1,104,0,0.09,44,0
36899364,36497042,13188804,146949,0,2,0,Xizmat,Viloyat,0.87,0,13,1,0.89,93,1
317914061,215284146,102070557,1241832,2,8,0,Savdo,Toshkent,0.9,0,5,1,0.45,36,1
69588048,46953814,9806947,104754,12,1,40580307,Xizmat,Viloyat,0.32,0,32,0,0.46,28,0
149107854,96796559,94800238,1140916,5,7,48485595,Ishlab chiqarish,Toshkent,0.33,1,56,1,0.66,66,1
84109456,62816686,6135572,62477,6,3,38417224,Xizmat,Toshkent,0.67,0,30,1,0.57,24,0
143402757,116288567,28686465,227121,6,7,34929301,Ishlab chiqarish,Viloyat,0.52,0,88,0,0.17,40,0
277431697,275121772,171465744,1841853,8,6,39877296,Ishlab chiqarish,Viloyat,0.73,0,71,0,0.07,100,1
34211996,32503030,15662979,127809,2,1,0,Xizmat,Viloyat,0.64,0,86,0,0.1,70,1
231068403,184646550,90203291,591524,12,4,59445255,Ishlab chiqarish,Toshkent,0.44,0,50,0,0.12,27,0
20411960,11354994,11372246,85620,10,10,41947032,Xizmat,Viloyat,0.27,1,58,0,0.27,53,0
334492917,338189095,15699776,150148,9,4,20753896,Ishlab chiqarish,Viloyat,0.45,1,17,1,0.35,100,1
255260299,202375392,54386327,658792,9,9,4947966,Savdo,Toshkent,0.46,1,89,1,0.84,37,0
160965218,121971806,12035442,142162,6,2,0,Savdo,Viloyat,0.84,0,56,1,0.4,20,0
124735592,95217922,74780295,858139,0,6,54492829,Xizmat,Toshkent,0.87,1,21,0,0.02,54,1
94922573,73591408,50106114,539579,10,1,0,Ishlab chiqarish,Toshkent,0.92,0,99,0,0.08,17,0
125147503,74099496,81315653,534158,0,5,0,Xizmat,Viloyat,0.56,1,114,1,0.85,63,0
144787073,123402036,39808183,254679,6,5,8763099,Savdo,Viloyat,0.56,0,100,0,0.08,41,0
231968050,162290477,112406573,716710,3,6,0,Savdo,Viloyat,0.42,0,87,1,0.77,60,0
184708757,175531254,52856235,528130,7,6,0,Savdo,Viloyat,0.76,0,50,1,0.94,65,1
260714352,178725900,123677852,1362183,12,8,0,Savdo,Toshkent,0.92,0,84,1,0.65,38,0
132880865,92521463,11586639,142244,13,1,0,Xizmat,Toshkent,0.53,1,67,0,0.47,6,0
124071854,105760655,32695509,311792,6,5,11262220,Savdo,Viloyat,0.71,0,117,1,0.52,47,0
270391006,161673172,9930327,73272,12,8,0,Ishlab chiqarish,Toshkent,0.49,1,81,0,0.23,23,0
137216916,135592571,86977823,584157,6,4,0,Savdo,Toshkent,0.71,0,3,1,0.61,96,1
89903287,56492020,27261309,141670,1,9,4144378,Xizmat,Viloyat,0.89,0,22,0,0.26,35,0
63776721,43203271,12079572,97791,11,5,7852792,Savdo,Viloyat,0.38,1,64,0,0.2,41,1
86598981,86334292,50895189,552275,3,8,0,Xizmat,Toshkent,0.88,0,100,1,0.83,98,1
124757992,126959787,38822158,361169,9,4,39014543,Xizmat,Toshkent,0.61,0,24,1,0.45,94,1
20775585,20253846,13816376,161199,9,8,0,Xizmat,Viloyat,0.71,0,33,0,0.49,93,1
54766684,35805116,36957988,197863,11,3,52964722,Xizmat,Toshkent,0.52,0,109,0,0.2,43,0
55697056,34851611,26707588,208946,12,6,41301391,Xizmat,Toshkent,0.47,1,32,1,0.34,46,0
420195809,252436870,67387255,487541,14,7,53603732,Ishlab chiqarish,Viloyat,0.41,1,83,0,0.33,40,0
113915088,65876492,59078390,651120,4,10,0,Ishlab chiqarish,Viloyat,0.58,1,9,1,0.9,57,0
172034119,166117488,58526336,612837,15,3,0,Xizmat,Viloyat,0.54,0,87,1,0.61,50,1
149480510,132346395,45643617,243151,0,9,1835279,Savdo,Toshkent,0.9,0,15,1,0.33,49,1
290085107,215099633,175283514,1394143,12,8,59054474,Ishlab chiqarish,Viloyat,0.84,0,90,0,0.13,55,1
176497103,124908909,17150004,113895,15,5,0,Xizmat,Toshkent,0.27,1,117,1,0.25,27,0
84091388,59271389,39311520,380624,7,9,3926153,Xizmat,Viloyat,0.52,1,89,0,0.16,36,0
58847302,33885170,8271253,58344,12,1,0,Savdo,Viloyat,0.56,1,29,0,0.26,12,0
41104781,30524457,14157003,80552,15,8,0,Xizmat,Toshkent,0.8,1,8,0,0.15,18,0
269191929,198481273,125163757,1111129,8,3,0,Ishlab chiqarish,Toshkent,0.74,0,114,1,0.8,34,1
59191265,54543879,1375111,10311,10,8,0,Xizmat,Toshkent,0.7,1,106,0,0.1,58,1
68613383,57819916,26386612,227084,11,3,0,Xizmat,Viloyat,0.45,1,89,0,0.26,16,0
237959532,184354816,155554379,1780014,0,1,0,Ishlab chiqarish,Viloyat,0.38,1,30,0,0.21,52,0
32784438,30940762,15498396,183766,0,7,0,Ishlab chiqarish,Viloyat,0.52,0,68,0,0.3,90,1
60385978,49201353,3847876,38298,6,3,0,Xizmat,Viloyat,0.71,1,11,1,0.93,27,0
199741975,169493284,89312509,809699,5,6,26457156,Savdo,Viloyat,0.83,0,83,0,0.12,49,0
493476124,395627089,305730439,2143867,10,7,0,Ishlab chiqarish,Toshkent,0.38,1,67,0,0.42,48,0
157247471,153090741,18466710,116181,13,4,0,Xizmat,Viloyat,0.4,1,2,0,0.35,86,1
89844232,89059412,61986978,331666,10,7,5308048,Xizmat,Toshkent,0.6,1,54,1,0.67,100,1
59439220,36391658,31037201,312899,3,2,55172855,Savdo,Viloyat,0.91,1,28,1,0.59,53,0
115208424,64031946,52075392,374607,2,7,28125671,Ishlab chiqarish,Viloyat,0.6,1,44,0,0.02,53,0
52879198,52516461,21429282,197092,2,9,0,Savdo,Toshkent,0.4,1,100,1,0.51,100,1
331270500,257421528,96820127,994391,11,9,0,Ishlab chiqarish,Toshkent,0.81,1,80,0,0.4,18,0
463615723,308039359,246200257,2099475,7,9,59071377,Ishlab chiqarish,Toshkent,0.75,0,24,0,0.05,46,0
172589461,152244312,11043205,122056,4,10,0,Ishlab chiqarish,Toshkent,0.26,1,27,1,0.66,50,0
203043110,145951031,103248089,981553,3,7,11249572,Ishlab chiqarish,Toshkent,0.29,0,94,1,0.57,58,1
105631046,101865891,32029264,389536,10,3,0,Savdo,Toshkent,0.77,0,56,1,0.94,70,1
217599014,176193926,88715897,481007,12,9,0,Ishlab chiqarish,Toshkent,0.66,1,73,1,0.72,42,1
111934063,111401669,72661884,604789,2,1,35481544,Xizmat,Toshkent,0.85,1,95,0,0.5,99,1
48219938,46538729,6683972,34863,6,6,58678790,Xizmat,Toshkent,0.85,1,115,1,0.68,84,1
212528228,195032344,93522786,902686,1,8,29270882,Xizmat,Toshkent,0.25,1,11,0,0.32,74,1
13990083,12157380,6077127,56521,9,2,6853260,Xizmat,Viloyat,0.49,1,15,0,0.03,66,0
212430041,132327424,146683130,1560206,13,9,0,Savdo,Toshkent,0.55,0,1,1,0.53,56,1
45129954,41227465,17899619,122225,12,8,0,Xizmat,Viloyat,0.45,1,97,0,0.43,52,0
95939729,73551482,1908850,12681,0,10,54510466,Ishlab chiqarish,Viloyat,0.26,0,11,0,0.45,61,1
436778841,450838528,25901169,266891,4,2,0,Ishlab chiqarish,Toshkent,0.31,1,41,1,0.48,100,1
6543525,5421594,178766,1498,0,5,9872452,Xizmat,Viloyat,0.7,1,120,0,0.33,55,0
98494306,58007379,51779848,353005,1,9,44961037,Savdo,Viloyat,0.9,0,20,1,0.53,71,1
81717709,82206762,48523862,291912,8,10,0,Xizmat,Viloyat,0.73,0,35,0,0.2,97,1
118562437,91119019,31600034,185768,14,1,1283734,Xizmat,Viloyat,0.94,0,103,1,0.37,9,0
116037885,111344270,50942919,349368,6,4,0,Xizmat,Viloyat,0.83,0,106,1,0.29,72,1
208539308,148640077,76381655,431225,15,9,20024339,Savdo,Toshkent,0.9,0,53,0,0.42,32,0
150835541,84728548,25020299,190230,0,6,18680695,Ishlab chiqarish,Toshkent,0.31,1,18,1,0.72,62,0
96822950,56595752,43079131,267177,10,7,0,Xizmat,Viloyat,0.73,0,104,0,0.05,31,0
157419085,124304494,15477156,86779,14,5,20394036,Savdo,Viloyat,0.93,0,70,0,0.29,37,0
51832591,34079941,31749772,167668,5,6,0,Savdo,Toshkent,0.64,0,56,0,0.11,40,0
209136537,201851865,29389933,325009,15,7,0,Xizmat,Toshkent,0.64,0,2,1,0.56,58,0
195889966,116136635,9095432,45853,11,6,48061278,Savdo,Toshkent,0.45,0,120,1,0.89,49,0
289883798,170080105,141652886,1564049,0,2,0,Ishlab chiqarish,Viloyat,0.26,0,36,0,0.08,49,0
291216146,301100087,112874238,661820,15,8,0,Ishlab chiqarish,Toshkent,0.3,1,83,1,0.55,100,1
243839471,155685545,7014339,57520,13,1,0,Savdo,Toshkent,0.35,0,33,0,0.05,17,0
70319445,69444617,26442439,191972,6,0,30555511,Xizmat,Toshkent,0.87,0,27,0,0.26,62,1
105820859,82841667,59218539,428104,9,1,0,Xizmat,Toshkent,0.5,1,21,1,0.96,34,0
119647733,69364579,34527488,405895,7,6,34266077,Xizmat,Viloyat,0.45,0,76,0,0.07,36,0
130455726,100921116,9611541,50121,11,9,1594953,Savdo,Toshkent,0.53,1,23,1,0.4,32,1
274668940,230030408,16505128,107460,11,5,50428175,Ishlab chiqarish,Viloyat,0.91,1,106,0,0.22,35,0
85607395,52295018,37865337,296327,2,5,28376960,Xizmat,Viloyat,0.93,0,25,1,0.58,59,1
189552758,109776394,7143841,58714,0,2,0,Xizmat,Viloyat,0.8,0,35,0,0.31,23,0
410809650,246864072,135501851,1339167,12,1,0,Ishlab chiqarish,Viloyat,0.34,0,59,1,0.46,26,0
254907163,148571802,25698264,303040,1,2,24436935,Savdo,Toshkent,0.4,1,23,0,0.53,45,1
252260916,260937431,9595095,63723,8,1,0,Ishlab chiqarish,Toshkent,0.29,1,50,0,0.35,87,1
26039174,15749718,2677261,17485,1,4,55889386,Savdo,Toshkent,0.41,0,50,1,0.31,44,0
205954293,138276038,122547927,1467070,2,6,9710371,Savdo,Toshkent,0.32,1,64,1,0.95,66,0
106480872,83401220,20965698,175806,13,1,38090731,Savdo,Viloyat,0.53,1,10,1,0.38,36,0
236043851,188541064,103744290,1032150,14,4,17871425,Savdo,Viloyat,0.63,1,118,0,0.5,35,0
274651516,232364039,164846486,1415957,5,10,0,Ishlab chiqarish,Toshkent,0.31,1,36,0,0.11,48,1
137691232,103879716,51211223,454287,3,0,46450728,Savdo,Viloyat,0.42,0,31,1,0.37,33,0
194618483,185997730,119760095,981427,1,6,9874098,Ishlab chiqarish,Viloyat,0.6,1,74,1,0.25,98,1
173822764,172793132,37638893,343232,5,2,20114595,Xizmat,Viloyat,0.45,1,36,0,0.11,88,1
259308085,262379015,148157720,949873,10,1,11928485,Savdo,Toshkent,0.9,0,68,1,0.46,97,1
253354894,177056204,63634794,526043,1,3,0,Ishlab chiqarish,Toshkent,0.5,1,1,1,0.43,43,0
163813064,101579961,25452251,230612,9,8,0,Ishlab chiqarish,Toshkent,0.89,0,8,0,0.28,22,1
179094969,118595017,109396317,886067,0,8,0,Ishlab chiqarish,Viloyat,0.75,0,110,0,0.28,55,0
455159552,339309998,149217334,1078157,2,1,8825619,Ishlab chiqarish,Toshkent,0.38,1,84,1,0.52,33,1
60166548,48548238,14051539,158343,15,5,0,Xizmat,Toshkent,0.43,1,89,0,0.36,19,0
7148952,7457504,1493386,13006,3,0,0,Xizmat,Viloyat,0.45,1,74,1,0.55,90,1
58285756,36189204,1484861,15344,6,10,36875518,Ishlab chiqarish,Viloyat,0.94,1,18,0,0.27,39,0
47189528,39605820,31034557,186674,1,6,56219299,Xizmat,Toshkent,0.87,1,31,0,0.37,58,1
151987213,121298770,72124295,417735,6,7,59739851,Savdo,Toshkent,0.49,1,37,1,0.86,61,1
37546239,29167586,4093911,20736,10,2,35326878,Xizmat,Viloyat,0.64,0,46,1,0.81,35,0
135273509,105124572,43119105,241102,5,9,0,Savdo,Toshkent,0.74,0,81,0,0.14,20,0
187740678,135752661,125509883,838084,2,4,40245052,Xizmat,Viloyat,0.66,0,90,0,0.03,49,0
56286806,43778203,28753984,353782,6,4,14952275,Xizmat,Viloyat,0.93,0,10,0,0.14,33,0
320289959,334357126,62724629,564738,8,10,0,Ishlab chiqarish,Viloyat,0.8,0,8,0,0.14,93,1
15682745,12691360,1864506,15585,11,8,0,Savdo,Toshkent,0.9,0,16,0,0.36,42,0
203082905,185306396,16637412,138723,11,4,5721160,Xizmat,Toshkent,0.62,1,100,0,0.31,22,0
163338930,100011262,113497905,997047,13,5,5343630,Savdo,Viloyat,0.47,1,27,0,0.06,56,0
52454448,45762943,23169086,276517,8,8,0,Savdo,Viloyat,0.46,0,4,1,0.92,68,0
273078578,237405197,27570,208,8,7,36035767,Ishlab chiqarish,Viloyat,0.91,1,28,0,0.04,45,1
335589144,291941833,45106423,290530,10,10,32507601,Ishlab chiqarish,Viloyat,0.93,0,71,1,0.44,51,1
204440421,113237281,30713674,185337,8,6,48902796,Savdo,Toshkent,0.51,0,61,1,0.74,49,0
6139888,3611054,2838791,16651,5,1,28853868,Xizmat,Toshkent,0.46,1,9,1,0.37,55,0
13430058,13511678,5917870,32117,13,10,27522011,Xizmat,Viloyat,0.79,0,50,0,0.44,100,1
365869797,374816518,216479120,1405545,10,10,23052102,Ishlab chiqarish,Viloyat,0.86,0,46,0,0.48,100,1
172634928,177615809,34545283,293395,3,2,0,Xizmat,Viloyat,0.9,0,32,1,0.62,89,1
36421967,23782453,21308455,112316,1,0,55348749,Ishlab chiqarish,Viloyat,0.93,1,42,0,0.39,41,0
237784485,208058958,61743804,540801,10,2,20831883,Savdo,Toshkent,0.59,1,93,1,0.81,46,0
25511043,14132062,14663139,108867,12,10,11755747,Ishlab chiqarish,Viloyat,0.92,0,101,0,0.22,41,0
74283833,57900218,3873709,28498,2,4,17079221,Ishlab chiqarish,Viloyat,0.38,0,16,1,0.33,44,0
281447198,222286486,30108297,217998,5,2,0,Ishlab chiqarish,Toshkent,0.65,1,3,1,0.26,17,0
23836379,15727774,7929004,40682,5,2,0,Savdo,Viloyat,0.27,0,113,1,0.86,39,0
70534319,66682951,43540931,245462,15,10,51131544,Xizmat,Viloyat,0.31,1,116,0,0.52,100,1
42700089,34303517,4619893,40472,2,2,50589017,Savdo,Viloyat,0.81,0,112,0,0.46,35,0
116737868,70607963,2553307,21667,6,3,0,Savdo,Viloyat,0.84,0,100,1,0.84,29,0
102369248,68034333,24804919,255388,4,0,18952433,Xizmat,Viloyat,0.78,1,53,0,0.24,13,0
18979732,19319891,3519285,36212,15,8,38733208,Savdo,Toshkent,0.44,1,57,1,0.68,100,1
167522644,139983245,62605367,506468,0,5,0,Savdo,Toshkent,0.59,1,67,1,0.34,35,0
85277786,62749987,1726282,15638,5,7,12433719,Savdo,Toshkent,0.8,1,39,0,0.41,26,0
60403559,41882454,7664413,51517,1,1,0,Xizmat,Toshkent,0.66,1,50,1,0.4,16,0
89071364,57595337,15744411,162237,6,9,0,Savdo,Toshkent,0.82,0,62,0,0.23,20,0
43691073,28138076,17499127,170618,9,6,0,Xizmat,Viloyat,0.56,0,61,0,0.07,31,0
143704001,117141389,12219485,82498,14,9,0,Xizmat,Viloyat,0.66,1,26,0,0.14,19,0
42341425,29415637,25917327,213729,15,9,0,Ishlab chiqarish,Viloyat,0.69,1,70,0,0.17,43,0
216961906,121669636,149946556,1288654,13,10,9091752,Savdo,Toshkent,0.63,1,8,1,0.72,62,1
76847567,50874752,97809,678,5,8,2520027,Savdo,Viloyat,0.36,1,41,0,0.2,35,0
262193203,209639340,139448006,1538851,7,8,0,Ishlab chiqarish,Viloyat,0.34,0,49,0,0.31,45,1
163305806,113144019,22116735,172052,15,7,0,Savdo,Viloyat,0.29,0,38,0,0.46,35,0
179611222,118864146,73388595,445848,1,5,0,Ishlab chiqarish,Viloyat,0.42,0,34,0,0.06,52,1
402819596,252443332,204584009,1234023,11,5,2206849,Ishlab chiqarish,Toshkent,0.51,1,108,0,0.26,35,0
96266608,55459384,25635130,277405,8,4,0,Xizmat,Toshkent,0.67,0,79,0,0.36,6,0
13712578,13395985,497366,5986,0,9,0,Savdo,Toshkent,0.83,1,111,1,0.8,100,1
152440701,95316188,54438467,445705,9,0,0,Xizmat,Viloyat,0.61,0,88,1,0.94,13,0
124807965,70796035,20616940,242380,10,3,16405411,Savdo,Viloyat,0.91,0,18,1,0.52,33,0
65127176,64965293,29875786,286301,11,4,0,Savdo,Viloyat,0.89,1,33,0,0.1,89,1
208296033,216966285,58184985,378090,7,4,0,Ishlab chiqarish,Viloyat,0.6,1,105,1,0.72,99,1
158496137,160722699,33102253,207633,2,3,14894180,Savdo,Viloyat,0.49,0,91,0,0.27,100,1
309590450,229829328,74624703,533165,14,6,59652325,Ishlab chiqarish,Viloyat,0.27,1,105,1,0.25,48,1
23664443,16736796,10067311,62434,0,8,26169767,Xizmat,Viloyat,0.69,0,20,1,0.29,62,1
33895470,29844939,5978516,46092,14,6,34564017,Ishlab chiqarish,Toshkent,0.62,1,116,0,0.27,58,0
109428610,72148495,5967169,34826,0,4,8387999,Ishlab chiqarish,Viloyat,0.7,0,78,1,0.67,39,0
163273390,131037992,26503625,247146,3,9,34013919,Xizmat,Viloyat,0.64,0,32,0,0.27,37,0
198732982,194350588,68278631,416297,14,8,10710502,Savdo,Viloyat,0.26,1,27,1,0.66,100,1
376812683,227278459,208664964,1954052,5,1,26476190,Ishlab chiqarish,Toshkent,0.69,0,91,0,0.1,29,0
110040479,110455831,11543274,139482,5,9,56899653,Savdo,Toshkent,0.95,0,29,1,0.48,100,1
84422343,49707354,53128756,348325,3,8,0,Ishlab chiqarish,Viloyat,0.61,1,102,0,0.4,49,1
130880391,116073576,56383053,400622,1,5,0,Savdo,Viloyat,0.64,1,65,1,0.34,62,1
106598720,68289769,27944657,170973,5,6,0,Savdo,Toshkent,0.29,1,32,1,0.54,36,0
334397728,183935320,73936634,591862,12,10,55074051,Ishlab chiqarish,Viloyat,0.71,1,95,0,0.18,35,0
192179120,164597910,993518,7206,1,5,0,Ishlab chiqarish,Toshkent,0.65,0,54,1,0.64,46,1
130340692,84303219,9680855,80088,1,5,0,Xizmat,Viloyat,0.56,1,63,0,0.3,31,0
29953619,16624436,1873266,11851,12,0,21989879,Savdo,Viloyat,0.48,0,77,0,0.36,24,0
68443091,70555952,24083888,253536,12,0,24146477,Ishlab chiqarish,Toshkent,0.82,1,99,1,0.45,90,1
139784648,144134581,74548815,656118,10,1,13093740,Savdo,Viloyat,0.86,0,91,0,0.36,96,1
199762544,154515784,121552034,1041783,5,1,0,Savdo,Viloyat,0.45,1,21,0,0.5,41,1
211017863,129733458,145966710,1278651,10,7,56565634,Savdo,Toshkent,0.54,1,96,0,0.53,57,0
75872340,66794537,50023951,546767,12,9,55948704,Savdo,Viloyat,0.31,0,92,0,0.05,77,0
95850713,88367016,62139008,726198,10,2,28341150,Xizmat,Viloyat,0.44,1,11,1,0.98,90,0
64321951,65849257,2041259,10233,7,6,46722071,Savdo,Viloyat,0.78,0,54,0,0.2,100,1
109097926,73060481,3445460,41995,6,1,58734653,Xizmat,Viloyat,0.43,1,58,1,0.95,35,0
194877304,201186836,3133778,35674,1,4,0,Savdo,Viloyat,0.72,0,98,1,0.49,100,1
194334773,136463708,81909869,657244,6,10,0,Savdo,Viloyat,0.65,1,24,1,0.93,53,0
380103235,282810766,105802410,906217,13,4,39433596,Ishlab chiqarish,Viloyat,0.74,0,83,1,0.52,33,0
117546645,114713593,43263366,429649,11,1,0,Savdo,Viloyat,0.84,0,119,0,0.06,66,1
186019649,106994817,74729023,876424,1,6,0,Xizmat,Toshkent,0.93,1,110,1,0.53,44,1
277730774,210090197,158115112,1505392,12,0,3284518,Ishlab chiqarish,Toshkent,0.94,0,104,0,0.24,12,0
39901571,23707966,24501353,272613,13,1,0,Savdo,Toshkent,0.78,0,55,1,0.6,33,0
20258526,16691022,9330236,111879,1,6,43759201,Savdo,Viloyat,0.42,1,79,1,0.39,87,1
57193826,34281504,7853383,87491,14,0,0,Ishlab chiqarish,Viloyat,0.33,0,75,0,0.25,15,0
416328340,269890766,214692919,2448944,9,10,0,Ishlab chiqarish,Toshkent,0.32,0,73,0,0.54,40,0
230194138,213514475,55852945,343251,10,0,0,Savdo,Toshkent,0.81,1,110,0,0.54,28,0
147333869,92613831,19134406,185719,10,7,56368119,Xizmat,Viloyat,0.91,0,16,0,0.05,35,0
212244592,208767655,6201863,56847,0,5,10731305,Savdo,Toshkent,0.35,0,74,1,0.33,100,1
211291964,164863384,144979803,1763896,2,4,27495092,Ishlab chiqarish,Toshkent,0.52,1,98,0,0.39,53,0
128266501,101184527,62541955,557505,5,6,0,Ishlab chiqarish,Viloyat,0.34,0,113,1,0.81,57,1
303989689,233457057,183846410,978364,9,5,0,Savdo,Toshkent,0.59,1,14,1,0.75,56,0
153166007,122716159,29573494,326039,14,7,0,Ishlab chiqarish,Toshkent,0.9,0,16,0,0.07,22,0
158158480,92935186,92103545,588463,5,1,3188945,Xizmat,Viloyat,0.88,1,21,0,0.3,22,0
15060283,12988577,1783373,13990,5,4,42286041,Savdo,Viloyat,0.8,1,105,0,0.08,57,0
121123400,103437389,30636700,155745,9,1,0,Xizmat,Viloyat,0.3,1,66,1,0.41,32,0
64405051,62744583,41347799,442704,0,4,18050437,Xizmat,Toshkent,0.33,1,99,0,0.27,100,1
100383252,88456251,68487661,801471,6,0,27029077,Savdo,Viloyat,0.8,0,47,1,0.94,61,0
120958023,94728169,33476477,172035,6,5,0,Savdo,Toshkent,0.44,1,6,1,0.86,41,0
25090072,24638083,12945348,148544,13,1,44095342,Savdo,Viloyat,0.32,1,71,1,0.94,100,1
39009013,30117393,13307767,102934,2,7,0,Xizmat,Toshkent,0.42,0,14,1,0.48,35,1
169758333,105182050,114450084,1145193,11,5,0,Xizmat,Toshkent,0.65,1,93,0,0.51,34,0
21286568,19161738,3182902,25563,13,9,0,Xizmat,Viloyat,0.44,1,84,0,0.35,52,0
302112187,192229899,76943550,809150,14,1,0,Ishlab chiqarish,Toshkent,0.57,1,24,1,0.45,15,0
43820189,35888398,17115971,190946,14,8,26073729,Savdo,Toshkent,0.28,0,55,1,0.91,54,0
15635003,14120819,6911691,75455,7,10,12706446,Xizmat,Toshkent,0.9,0,15,1,0.28,67,1
227109176,234429449,85219758,659966,15,7,56159592,Savdo,Toshkent,0.32,0,61,0,0.21,100,1
29086733,26435005,5295826,63163,7,7,0,Xizmat,Viloyat,0.85,0,78,0,0.08,47,0
148783041,102923671,92199546,847010,5,8,14850200,Savdo,Viloyat,0.52,0,63,0,0.22,56,1
59200054,48509644,14860168,102641,3,6,0,Xizmat,Viloyat,0.65,0,47,0,0.06,25,0
181345335,160351697,123557414,710985,14,1,24502747,Ishlab chiqarish,Toshkent,0.25,1,12,0,0.4,61,1
128917004,99814080,82992897,643682,14,6,25465880,Savdo,Viloyat,0.43,1,5,1,0.51,72,1
73716292,50987256,24673353,226078,15,1,47978822,Xizmat,Toshkent,0.26,1,90,1,0.35,26,0
67218048,40834217,42680021,439709,9,5,0,Xizmat,Toshkent,0.37,1,77,0,0.36,44,0
117213685,68906899,19275974,146598,7,5,0,Savdo,Viloyat,0.6,0,29,0,0.24,25,0
104225120,68903653,5792193,55775,14,8,0,Savdo,Viloyat,0.29,1,85,1,0.42,41,0
113641150,92561155,63885101,439622,7,6,58548529,Ishlab chiqarish,Viloyat,0.61,1,74,0,0.35,47,1
183879771,168078375,35414369,214458,14,2,10212707,Savdo,Viloyat,0.86,0,67,1,0.47,39,0
160229983,137001406,99956921,636315,2,7,22251425,Xizmat,Toshkent,0.65,1,109,0,0.45,62,1
71526110,53153775,21431205,131219,12,0,28010066,Ishlab chiqarish,Toshkent,0.75,0,5,0,0.45,16,0
80017632,58055946,40950212,401133,10,3,0,Xizmat,Viloyat,0.85,0,56,0,0.27,23,0
40771318,31767824,8218975,62194,3,10,0,Xizmat,Viloyat,0.28,1,4,0,0.28,39,0
128441696,82643972,47261432,369762,11,10,30885825,Xizmat,Toshkent,0.59,0,51,0,0.26,26,0
136389394,92239946,85004794,1051745,11,9,0,Xizmat,Toshkent,0.31,1,44,0,0.21,44,0
180733350,149175586,12560868,87070,1,0,54166641,Savdo,Toshkent,0.68,0,27,1,0.55,32,0
8223725,7909348,2690304,24977,14,6,0,Xizmat,Viloyat,0.64,1,73,0,0.2,71,1
328432059,276280587,115656025,988761,14,9,30892764,Ishlab chiqarish,Toshkent,0.43,0,92,1,0.87,47,0
214619332,155839734,23318393,245254,7,4,0,Savdo,Viloyat,0.89,1,7,1,0.69,27,0
18947286,17308203,413884,4852,5,2,14376677,Savdo,Toshkent,0.64,1,76,1,0.33,49,0
66858258,65573233,40761053,376045,15,5,0,Savdo,Viloyat,0.89,1,120,0,0.45,100,1
198676753,187347458,39246235,421437,9,0,0,Savdo,Viloyat,0.4,0,109,0,0.08,32,0
71605373,73984116,42593344,510589,0,1,50435450,Xizmat,Viloyat,0.79,1,2,0,0.06,100,1
66305771,64240792,44386305,463654,3,7,0,Xizmat,Toshkent,0.52,1,102,0,0.15,97,1
133002638,113804468,26702461,275095,12,8,0,Savdo,Viloyat,0.52,0,89,1,0.77,52,1
166551733,140415275,48074777,521785,2,4,0,Xizmat,Toshkent,0.76,0,13,0,0.19,16,0
346664880,227803848,218410673,1197607,2,10,32328804,Ishlab chiqarish,Viloyat,0.51,1,31,0,0.32,66,1
64230664,54586591,23863308,293736,13,6,0,Savdo,Viloyat,0.85,0,70,1,0.28,28,0
92371100,55548121,42589288,262270,12,8,21993168,Savdo,Viloyat,0.78,1,87,1,0.41,55,0
116860342,106697659,4670235,52307,11,6,0,Ishlab chiqarish,Toshkent,0.79,0,70,0,0.02,28,0
258111653,249058606,129951695,1213809,5,6,21616039,Ishlab chiqarish,Toshkent,0.37,1,89,0,0.09,86,1
35272039,21121588,1477299,14312,12,1,38147389,Xizmat,Toshkent,0.41,1,45,0,0.27,18,0
197061005,186710262,41015958,275299,6,8,32028307,Savdo,Viloyat,0.31,0,97,0,0.28,67,1
111663743,102720580,27778875,213384,8,6,1914748,Ishlab chiqarish,Viloyat,0.53,1,52,1,1.0,50,0
