oylik_daromad_uzs,oylik_xarajat_uzs,sof_foyda_uzs,kredit_miqdori_uzs,kredit_oylik_tolovi,soliq_qarzi_uzs,xodim_soni,biznes_yoshi_yil,kech_tolovlar_soni,sohasi,hudud,foyda_margini,qarz_daromadga_nisbati,xarajat_nisbati,kredit_yuklama,bankrotlik_riski
19791820,16855448,2936372,130085358,5628739,3395272,12,15,3,Xizmat,Viloyat,0.1483629095252483,6.572682956898355,0.8516370904747517,0.2843972408803233,0
58137533,70100054,-11962521,0,0,60926088,50,8,1,Xizmat,Toshkent,-0.20576244609484892,0.0,1.2057624460948488,0.0,1
87378051,119369005,-31990954,0,0,62294771,20,6,3,Xizmat,Viloyat,-0.36612116697361446,0.0,1.3661211669736144,0.0,1
53193924,56208360,-3014436,0,0,0,3,11,9,Savdo,Toshkent,-0.05666880300088409,0.0,1.0566688030008842,0.0,1
331996532,270434869,61561663,0,0,53858387,24,15,8,Ishlab chiqarish,Toshkent,0.1854286327304166,0.0,0.8145713672695835,0.0,0
83420413,70287404,13133009,143232394,6325967,0,2,3,6,Savdo,Viloyat,0.15743159890613345,1.7169945442490198,0.8425684010938665,0.07583236251779285,0
249656138,227320078,22336060,474219307,12184247,7262153,46,11,7,Ishlab chiqarish,Toshkent,0.08946729761557075,1.8994898775531006,0.9105327023844293,0.048804115523088,0
116532259,100810152,15722107,0,0,72817204,53,8,2,Ishlab chiqarish,Toshkent,0.1349163496435781,0.0,0.8650836503564219,0.0,0
399893264,307891541,92001723,56168759,1443317,63389958,24,0,9,Ishlab chiqarish,Viloyat,0.23006569823091594,0.14045937768034022,0.7699343017690841,0.0036092555937626398,1
96890178,61901732,34988446,0,0,0,32,9,3,Xizmat,Viloyat,0.3611144774654042,0.0,0.6388855225345959,0.0,0
201484144,187720266,13763878,63176322,1957873,0,1,3,3,Savdo,Viloyat,0.06831246234443143,0.31355480756838117,0.9316875376555686,0.009717255964320447,0
193730153,138656039,55074114,323313174,14170004,2956224,34,15,0,Savdo,Viloyat,0.284282612423271,1.6688841101570802,0.715717387576729,0.0731429970016077,0
98582087,65595347,32986740,100857893,2601486,46694204,41,2,2,Xizmat,Toshkent,0.3346119057106186,1.0230853907566393,0.6653880942893814,0.026389033537096856,0
520356098,520239447,116651,0,0,42106206,56,13,8,Ishlab chiqarish,Toshkent,0.00022417533002563178,0.0,0.9997758246699744,0.0,1
457216729,413224723,43992006,274297346,8879087,58896276,46,10,9,Ishlab chiqarish,Toshkent,0.09621696497461273,0.5999284991166629,0.9037830350253873,0.01941986466553808,0
317798620,441252389,-123453769,340249618,6806989,49091275,7,7,8,Ishlab chiqarish,Toshkent,-0.38846540302786714,1.0706453602599029,1.3884654030278671,0.02141918992599779,1
121763296,101777500,19985796,235145083,10503959,64310848,37,4,9,Xizmat,Toshkent,0.16413645701574964,1.9311655541913058,0.8358635429842504,0.08626539642947904,1
168651242,126203932,42447310,112543890,3116038,36167648,26,4,9,Savdo,Toshkent,0.2516869101977915,0.6673172913840741,0.7483130898022086,0.018476223258409207,0
319657590,229766985,89890605,0,0,20972644,9,6,9,Ishlab chiqarish,Toshkent,0.2812090430888877,0.0,0.7187909569111123,0.0,0
129988014,161939976,-31951962,0,0,22269721,4,12,4,Savdo,Toshkent,-0.24580698648107663,0.0,1.2458069864810766,0.0,1
111248296,98159596,13088700,72731823,3573402,69938645,33,1,1,Xizmat,Toshkent,0.1176530380294544,0.6537792093462717,0.8823469619705456,0.032120959407773764,0
112054126,83402988,28651138,126473692,3525674,14372348,50,7,2,Xizmat,Viloyat,0.2556901653045779,1.1286839361899088,0.7443098346954221,0.03146402659014984,0
173873666,186144016,-12270350,190726693,5223503,3403973,21,4,10,Xizmat,Toshkent,-0.07057049110588144,1.0969268514761747,1.0705704911058815,0.030041944362063432,1
125417423,111586696,13830727,225935244,4682780,11228023,40,2,7,Savdo,Viloyat,0.11027755689095924,1.801466164713016,0.8897224431090408,0.0373375555643493,0
88643630,77863265,10780365,80164558,3381938,0,19,4,0,Xizmat,Toshkent,0.12161466086169982,0.9043465164953195,0.8783853391383002,0.03815207026156307,0
248690393,171372554,77317839,209415017,7636109,0,93,10,10,Ishlab chiqarish,Toshkent,0.3108999831770743,0.8420711973381296,0.6891000168229257,0.030705283416396386,0
95676848,74808048,20868800,23562490,934081,1279648,43,0,4,Xizmat,Toshkent,0.21811755337090535,0.2462715954020559,0.7818824466290947,0.009762873877283248,0
126799095,136083234,-9284139,0,0,62525126,35,11,1,Savdo,Toshkent,-0.07321928441208511,0.0,1.0732192844120851,0.0,1
154190366,196972539,-42782173,192113855,5599701,56400614,11,5,0,Savdo,Viloyat,-0.2774633338635437,1.2459523897880884,1.2774633338635437,0.03631680204974674,1
228088215,269004933,-40916718,369107328,16372414,21998107,8,11,8,Ishlab chiqarish,Viloyat,-0.17938988211205914,1.6182656697102917,1.1793898821120592,0.07178106067426587,1
140385984,156127638,-15741654,0,0,46130340,10,8,6,Savdo,Toshkent,-0.11213123669097906,0.0,1.112131236690979,0.0,1
274070588,263405294,10665294,0,0,29943639,93,9,8,Ishlab chiqarish,Viloyat,0.03891440551074382,0.0,0.9610855944892561,0.0,1
68283743,57010147,11273596,135254453,6111563,0,49,4,5,Xizmat,Toshkent,0.16509926821088294,1.9807709281548904,0.8349007317891171,0.08950246034403826,0
137212662,145471193,-8258531,496393063,12190774,0,12,13,0,Xizmat,Viloyat,-0.060187819984135284,3.6176913687455463,1.0601878199841352,0.0888458384401871,1
420782479,476761833,-55979354,0,0,17855216,96,8,10,Ishlab chiqarish,Toshkent,-0.13303632350148306,0.0,1.133036323501483,0.0,1
141705812,133707831,7997981,0,0,0,48,11,10,Savdo,Viloyat,0.05644074076510002,0.0,0.9435592592349,0.0,0
99904584,116203442,-16298858,274427008,12795874,0,39,6,6,Savdo,Toshkent,-0.16314424571348998,2.7468910535676723,1.16314424571349,0.12808094971898387,1
182465620,166915741,15549879,231920806,11483539,2317065,34,10,10,Xizmat,Toshkent,0.0852208706494955,1.2710383797232596,0.9147791293505045,0.06293535735663519,0
132597857,129122886,3474971,81920968,2047581,0,45,1,8,Savdo,Viloyat,0.02620684133680984,0.6178151732874536,0.9737931586631902,0.01544203689506083,0
31625615,39175299,-7549684,290069348,11859028,5540138,21,4,7,Xizmat,Viloyat,-0.23872054345820626,9.17197493234519,1.2387205434582063,0.37498173553304814,1
192588441,228776138,-36187697,26051854,774319,0,46,0,1,Savdo,Viloyat,-0.18790170797425998,0.13527215789653751,1.18790170797426,0.004020589169211874,1
191113565,159716578,31396987,262350320,12922259,21537746,36,2,6,Savdo,Viloyat,0.16428445045227427,1.3727456761114785,0.8357155495477258,0.067615603319419,1
184259268,189501790,-5242522,39408873,999645,24892349,20,1,4,Savdo,Viloyat,-0.028451876841277802,0.2138772905577808,1.0284518768412778,0.005425208787869493,1
51261974,73845175,-22583201,106553993,3721806,0,39,14,7,Xizmat,Toshkent,-0.4405448959105633,2.078616656471325,1.4405448959105633,0.0726036418340035,1
129871462,128375969,1495493,231379381,8929620,0,12,7,2,Savdo,Viloyat,0.011515177984213344,1.7816029590858076,0.9884848220157867,0.06875736872816601,0
63195215,51053249,12141966,60056146,1797680,0,58,1,2,Ishlab chiqarish,Viloyat,0.19213426206398695,0.9503274258976728,0.807865737936013,0.028446457536381514,0
393187784,401059277,-7871493,200908292,5087515,16278602,9,5,1,Ishlab chiqarish,Viloyat,-0.020019678434363565,0.5109728739690448,1.0200196784343636,0.0129391481806566,1
117495423,136495561,-19000138,134856808,4601921,5094420,22,9,8,Xizmat,Viloyat,-0.16170960123272207,1.1477622238953087,1.1617096012327222,0.03916681077866327,1
217813376,149109857,68703519,147067335,6135976,21292982,59,13,9,Ishlab chiqarish,Toshkent,0.3154237827891709,0.6751988225002307,0.6845762172108292,0.0281707951673271,0
44787307,47571490,-2784183,367222725,16245716,45617684,19,10,3,Xizmat,Viloyat,-0.062164554792276304,8.199258888238134,1.0621645547922762,0.3627303601888812,1
199418226,138800449,60617777,47825488,1021780,67608847,14,0,0,Savdo,Toshkent,0.30397310324082416,0.23982505992205547,0.6960268967591758,0.005123804481141057,0
179415844,210707952,-31292108,0,0,4819727,48,6,6,Ishlab chiqarish,Viloyat,-0.17441106260381328,0.0,1.1744110626038133,0.0,1
146177267,176905315,-30728048,0,0,40427797,30,0,8,Savdo,Toshkent,-0.2102108531007082,0.0,1.2102108531007083,0.0,1
24033545,30187670,-6154125,0,0,68748499,22,10,5,Xizmat,Viloyat,-0.2560639722521168,0.0,1.2560639722521167,0.0,1
27660149,24089343,3570806,94552094,3510667,42574785,8,2,4,Savdo,Viloyat,0.12909568925315623,3.418350855593728,0.8709043107468438,0.12692147826101732,1
227066272,223945189,3121083,0,0,0,19,10,5,Ishlab chiqarish,Toshkent,0.013745251430384166,0.0,0.9862547485696158,0.0,0
188261181,184380292,3880889,65649583,3132082,25576643,50,1,5,Savdo,Toshkent,0.02061438783813855,0.34871545292175765,0.9793856121618615,0.016636897651247602,1
103134423,91322857,11811566,51103235,1498829,76107301,6,4,5,Savdo,Toshkent,0.11452593282070332,0.49550124501108617,0.8854740671792967,0.01453277146855226,0
192144719,245114700,-52969981,0,0,0,19,14,4,Savdo,Toshkent,-0.27567752720802075,0.0,1.2756775272080207,0.0,1
86002692,78205783,7796909,0,0,7931586,36,10,5,Xizmat,Toshkent,0.09065889472390004,0.0,0.9093411052761,0.0,0
159174532,139485140,19689392,281859059,6066110,61590529,4,8,1,Savdo,Viloyat,0.12369687381898506,1.7707547523997118,0.8763031261810149,0.038109802641040594,0
176551018,180182130,-3631112,470507982,18109598,0,46,12,10,Savdo,Toshkent,-0.020566927572176333,2.6649972757449634,1.0205669275721763,0.10257430517902763,1
46659050,56309516,-9650466,233738156,9193519,26719253,15,2,3,Xizmat,Toshkent,-0.20682945752217416,5.009492392151148,1.206829457522174,0.19703613768390055,1
254911503,221740848,33170655,261736170,11993732,11897173,8,4,1,Ishlab chiqarish,Viloyat,0.13012615990106965,1.0267726913838016,0.8698738400989303,0.04705057189984871,0
138710839,143671086,-4960247,0,0,18043962,46,15,1,Savdo,Viloyat,-0.035759620774840815,0.0,1.0357596207748407,0.0,1
262704646,241356751,21347895,0,0,0,48,10,3,Ishlab chiqarish,Toshkent,0.08126196215045241,0.0,0.9187380378495476,0.0,0
75881732,56713053,19168679,482203137,11297867,21000974,36,13,1,Xizmat,Viloyat,0.25261256556452877,6.35466698361603,0.7473874344354713,0.14888783772094186,0
118840551,92076772,26763779,303426303,10567990,0,14,14,2,Savdo,Viloyat,0.22520746306536393,2.5532219469430095,0.774792536934636,0.08892579099536488,0
181100043,147101531,33998512,65735817,1905816,27653850,28,0,5,Savdo,Toshkent,0.1877333182079918,0.3629806813463871,0.8122666817920082,0.010523553547692974,1
488732135,448838019,39894116,149112515,7013100,30056593,76,2,5,Ishlab chiqarish,Toshkent,0.08162777346326941,0.30510069692879926,0.9183722265367306,0.014349578220388556,0
92187634,93731910,-1544276,158993560,4999862,44174470,12,3,7,Xizmat,Toshkent,-0.016751444125358506,1.7246733981696505,1.0167514441253585,0.0542357123516154,1
108643670,148111585,-39467915,229869494,5463187,34814792,2,4,2,Savdo,Viloyat,-0.36327855088105915,2.115811201885945,1.3632785508810592,0.05028536867357297,1
126390210,82632206,43758004,344828516,13343985,16246944,75,15,7,Ishlab chiqarish,Viloyat,0.3462135556227021,2.7282850151131166,0.6537864443772979,0.10557767884078996,1
73462799,48694133,24768666,482321881,15591119,19326298,3,12,0,Xizmat,Toshkent,0.33715930153981744,6.565525511762763,0.6628406984601826,0.2122314860341763,0
120982578,101444150,19538428,492015337,16702980,65121879,16,15,3,Ishlab chiqarish,Viloyat,0.16149786459336318,4.066828010558678,0.8385021354066368,0.1380610355319094,0
503480058,527634640,-24154582,0,0,60469757,65,15,9,Ishlab chiqarish,Toshkent,-0.04797525069006805,0.0,1.0479752506900681,0.0,1
80806725,78183620,2623105,263246789,5749976,0,37,10,0,Xizmat,Viloyat,0.032461469017584864,3.2577336725377743,0.9675385309824152,0.07115714688350505,0
232546828,190094446,42452382,0,0,21662744,37,9,0,Ishlab chiqarish,Toshkent,0.18255412195947046,0.0,0.8174458780405296,0.0,0
473332550,476582435,-3249885,260058181,10668430,42133899,9,3,5,Ishlab chiqarish,Toshkent,-0.006865965588041642,0.54941960150427,1.0068659655880416,0.022538973920132897,1
198280248,186254210,12026038,244883896,9581630,68772642,23,2,0,Savdo,Toshkent,0.06065171958025794,1.235039286414449,0.939348280419742,0.048323673672225786,0
80153477,81295450,-1141973,0,0,75869576,25,8,7,Savdo,Toshkent,-0.01424732953256663,0.0,1.0142473295325667,0.0,1
24563049,18401284,6161765,0,0,65654493,23,8,6,Savdo,Viloyat,0.25085505467989744,0.0,0.7491449453201026,0.0,0
77698361,94249620,-16551259,0,0,75089764,50,8,3,Xizmat,Viloyat,-0.213019409765928,0.0,1.213019409765928,0.0,1
294147532,263682910,30464622,0,0,24001548,33,10,4,Ishlab chiqarish,Toshkent,0.10356919125875923,0.0,0.8964308087412408,0.0,0
34535024,24263373,10271651,0,0,0,39,8,2,Savdo,Toshkent,0.29742706997974,0.0,0.70257293002026,0.0,0
142367507,122563185,19804322,442942674,21119888,58654370,90,12,5,Ishlab chiqarish,Toshkent,0.13910703655153558,3.111262417484068,0.8608929634484644,0.1483476703711613,1
121679179,100482673,21196506,0,0,15783238,13,8,9,Savdo,Toshkent,0.17419994262124336,0.0,0.8258000573787566,0.0,0
51745642,33489910,18255732,0,0,15817023,7,12,0,Savdo,Viloyat,0.3527974780948703,0.0,0.6472025219051297,0.0,0
139626333,92266989,47359344,50232904,2410516,23300471,10,2,5,Savdo,Viloyat,0.33918633385580643,0.35976669243329623,0.6608136661441936,0.01726405004133425,0
426840352,469572861,-42732509,0,0,0,54,12,7,Ishlab chiqarish,Toshkent,-0.10011356423958717,0.0,1.1001135642395872,0.0,1
224461960,248766957,-24304997,223697715,5082414,0,63,3,4,Ishlab chiqarish,Viloyat,-0.10828114037674802,0.9965952137279742,1.108281140376748,0.022642651788303016,1
156327809,120999198,35328611,469819546,16253457,59392591,13,6,2,Savdo,Toshkent,0.22599057215725452,3.0053484981677188,0.7740094278427455,0.10397034989468829,0
222192338,188665563,33526775,87066471,3135977,0,3,1,5,Savdo,Toshkent,0.15089077914108812,0.39185181534027513,0.8491092208589119,0.014113794508971772,0
139467948,152421257,-12953309,92016051,2251504,0,3,1,2,Xizmat,Toshkent,-0.09287660129623475,0.659764858661289,1.0928766012962348,0.01614352281142044,1
394345289,435891475,-41546186,0,0,22228595,17,15,7,Ishlab chiqarish,Toshkent,-0.10535484297366615,0.0,1.1053548429736662,0.0,1
124271772,111893555,12378217,104396067,3422765,79521536,56,5,5,Ishlab chiqarish,Toshkent,0.09960602316027167,0.8400625928147223,0.9003939768397283,0.0275425782131762,0
316682464,345810044,-29127580,140061097,3066869,10190336,26,3,5,Ishlab chiqarish,Toshkent,-0.09197724317314898,0.4422761375255688,1.091977243173149,0.009684366356325937,1
24485460,26281755,-1796295,92346676,1890235,0,1,5,2,Xizmat,Toshkent,-0.07336170118919555,3.771490345699039,1.0733617011891956,0.07719826378593664,1
289440703,290420864,-980161,84062425,2201158,48183129,62,2,6,Ishlab chiqarish,Viloyat,-0.003386396556672266,0.29043055841389387,1.0033863965566723,0.007604866824829402,1
226503363,201103622,25399741,261705392,8522063,0,8,7,8,Savdo,Toshkent,0.11213847186895852,1.1554150390252704,0.8878615281310415,0.03762444357172745,0
337329880,330461762,6868118,105863755,2995181,0,92,3,7,Ishlab chiqarish,Viloyat,0.020360242027774117,0.31382857338341924,0.9796397579722259,0.008879085955860181,0
267733933,172640070,95093863,234959567,9047019,0,7,15,0,Savdo,Toshkent,0.35518046567522693,0.8775860585441742,0.6448195343247731,0.03379108093855253,0
178455636,125787389,52668247,205628616,6123449,7668990,15,5,1,Savdo,Toshkent,0.2951335591328704,1.1522674240448199,0.7048664408671296,0.034313564632948886,0
107778587,123279592,-15501005,352860968,7632446,0,40,10,7,Savdo,Toshkent,-0.14382267787570827,3.273943162754583,1.1438226778757083,0.0708159775744694,1
43764390,41657758,2106632,122395574,3190403,32153831,37,5,0,Xizmat,Viloyat,0.04813575603361546,2.7966932476380912,0.9518642439663846,0.0728995194494885,0
173793313,142119032,31674281,0,0,72815402,11,8,9,Savdo,Toshkent,0.18225258758948912,0.0,0.8177474124105109,0.0,0
175928569,152789729,23138840,348443948,7120492,0,16,7,5,Savdo,Viloyat,0.13152406190492005,1.9805990009502095,0.86847593809508,0.0404737675095851,0
549388700,603903354,-54514654,0,0,79222761,9,13,6,Ishlab chiqarish,Toshkent,-0.09922783996103306,0.0,1.0992278399610331,0.0,1
172435662,116112954,56322708,0,0,5453075,16,12,10,Xizmat,Toshkent,0.3266302767463496,0.0,0.6733697232536504,0.0,0
207708504,175260639,32447865,250598244,9399890,0,46,2,6,Savdo,Viloyat,0.15621827886257367,1.2064900530023557,0.8437817211374263,0.0452552005285253,0
9476018,13059912,-3583894,139363810,5007008,10951908,45,5,9,Xizmat,Viloyat,-0.3782067530897472,14.707001400799365,1.3782067530897473,0.5283873458239526,1
476116023,620014426,-143898403,462201552,21556774,4723419,64,6,9,Ishlab chiqarish,Toshkent,-0.30223390108423215,0.9707750415280605,1.302233901084232,0.0452763044271669,1
59385510,59921239,-535729,47476059,1146650,46014369,8,1,10,Xizmat,Viloyat,-0.009021207361863189,0.7994552711595808,1.0090212073618632,0.019308582177706313,1
204722404,241020735,-36298331,0,0,13509554,67,15,8,Ishlab chiqarish,Toshkent,-0.17730512289216768,0.0,1.1773051228921676,0.0,1
139204119,145487904,-6283785,267109488,13179858,3202096,6,3,1,Xizmat,Viloyat,-0.045140797881131664,1.9188332207324985,1.0451407978811316,0.09468008629830846,1
38833559,29480692,9352867,0,0,64942755,2,12,4,Savdo,Viloyat,0.24084496092670774,0.0,0.7591550390732923,0.0,0
377137973,320168860,56969113,0,0,45591272,87,13,5,Ishlab chiqarish,Toshkent,0.15105642252576884,0.0,0.8489435774742312,0.0,0
395746718,460842256,-65095538,384630827,12977525,20033807,26,13,4,Ishlab chiqarish,Viloyat,-0.16448787833030115,0.9719116028146063,1.1644878783303012,0.03279250189511363,1
79440461,94664098,-15223637,0,0,40790426,35,7,4,Xizmat,Viloyat,-0.19163580886067616,0.0,1.1916358088606762,0.0,1
71413208,45165483,26247725,119902524,3727789,67747879,3,5,10,Savdo,Toshkent,0.36754720499322757,1.6789964679923075,0.6324527950067724,0.05220027365245936,1
136840636,156969485,-20128849,113381618,5434615,26787190,21,10,2,Xizmat,Toshkent,-0.14709701436932812,0.8285668739510974,1.1470970143693282,0.03971492064681722,1
395412420,409976116,-14563696,0,0,67932044,61,0,5,Ishlab chiqarish,Viloyat,-0.03683166047237464,0.0,1.0368316604723746,0.0,1
72247193,49461726,22785467,157811711,6079800,8394215,16,3,5,Ishlab chiqarish,Viloyat,0.31538203844127205,2.1843299988139333,0.684617961558728,0.08415275040512647,0
481322593,483034879,-1712286,31219199,1128647,75436954,16,1,8,Ishlab chiqarish,Toshkent,-0.0035574602665701172,0.06486127901334562,1.0035574602665702,0.002344886810663384,1
105540823,97357027,8183796,457967479,14621408,25023757,25,12,5,Savdo,Viloyat,0.07754152153996373,4.33924491000037,0.9224584784600363,0.13853793806402287,1
103180688,86965673,16215015,34475056,1456427,14945549,11,0,6,Xizmat,Viloyat,0.1571516464398842,0.33412314521492625,0.8428483535601158,0.014115306151089049,0
73066922,69092910,3974012,135495637,3069443,14739219,27,13,2,Savdo,Toshkent,0.05438866030240058,1.854404610064182,0.9456113396975994,0.042008653382169296,0
183387333,144168477,39218856,262131202,9128198,0,8,14,0,Ishlab chiqarish,Toshkent,0.21385804220185697,1.4293855399489341,0.786141957798143,0.04977550984941801,0
141387750,92999781,48387969,98149887,3411355,0,2,4,1,Xizmat,Viloyat,0.34223593628160853,0.6941894683238117,0.6577640637183915,0.024127656038093824,0
146546408,137905051,8641357,0,0,64395028,37,8,0,Xizmat,Toshkent,0.05896669265342894,0.0,0.9410333073465711,0.0,0
65667830,78442348,-12774518,246388781,8028681,12944851,19,8,8,Savdo,Toshkent,-0.1945323608226433,3.752046945970348,1.1945323608226432,0.12226201170344748,1
469766254,310910877,158855377,284194671,8379853,29353323,39,2,10,Ishlab chiqarish,Toshkent,0.3381583407649371,0.6049703838454092,0.6618416592350629,0.017838346046883138,0
58791760,36476519,22315241,360328180,10885295,0,10,11,8,Savdo,Viloyat,0.37956409197479374,6.128889150452376,0.6204359080252062,0.1851500108178425,0
173897780,119797000,54100780,357439391,10489846,13165782,39,7,8,Savdo,Toshkent,0.3111067892873618,2.055456895424427,0.6888932107126382,0.06032190865231287,0
25605573,28310148,-2704575,0,0,24087031,9,10,3,Savdo,Viloyat,-0.1056244669861518,0.0,1.105624466986152,0.0,1
52736582,35605707,17130875,61413054,1590016,74277679,38,4,0,Savdo,Viloyat,0.3248385532456389,1.1645247316179876,0.6751614467543612,0.030150152696661305,0
32678048,22268933,10409115,0,0,0,43,15,5,Savdo,Viloyat,0.31853539721834057,0.0,0.6814646027816594,0.0,0
121910243,111071490,10838753,0,0,0,7,0,9,Savdo,Toshkent,0.08890764822772111,0.0,0.9110923517722789,0.0,0
223119507,141948277,81171230,0,0,63835971,65,0,5,Ishlab chiqarish,Toshkent,0.3638015836956829,0.0,0.6361984163043172,0.0,1
77861766,98954700,-21092934,159408378,3727823,11545496,8,5,8,Xizmat,Toshkent,-0.2709023322178436,2.0473254870689677,1.2709023322178437,0.047877452458501904,1
79353697,82914862,-3561165,81064050,2557038,70291457,20,4,10,Xizmat,Viloyat,-0.04487711517712905,1.02155353896114,1.044877115177129,0.03222330019482268,1
96592460,130885776,-34293316,355377035,9019084,62993963,7,14,6,Savdo,Viloyat,-0.3550309827495852,3.6791384648449785,1.3550309827495852,0.09337254688409427,1
132668492,106260362,26408130,0,0,13204082,30,14,9,Ishlab chiqarish,Toshkent,0.19905351754507017,0.0,0.8009464824549298,0.0,0
184099440,144432632,39666808,246551150,7564909,23369968,32,12,8,Savdo,Toshkent,0.21546403400249345,1.3392281367069883,0.7845359659975065,0.04109142863226526,1
48896416,32866425,16029991,0,0,0,5,8,7,Savdo,Viloyat,0.3278357047682186,0.0,0.6721642952317815,0.0,0
169631110,197326382,-27695272,0,0,23182184,30,0,3,Savdo,Viloyat,-0.16326764589349205,0.0,1.163267645893492,0.0,1
315859489,314424347,1435142,0,0,26634408,20,9,6,Ishlab chiqarish,Viloyat,0.004543608946318532,0.0,0.9954563910536814,0.0,1
116764437,119718686,-2954249,0,0,0,20,14,6,Xizmat,Viloyat,-0.02530093131010429,0.0,1.0253009313101042,0.0,1
198742041,191914959,6827082,0,0,18001529,17,15,7,Savdo,Viloyat,0.034351473727695085,0.0,0.9656485262723049,0.0,1
183576729,154021180,29555549,296714920,13140495,31805217,48,12,6,Ishlab chiqarish,Viloyat,0.16099834200662766,1.616299198794418,0.8390016579933723,0.07158039622767219,1
96532684,89635609,6897075,112980886,4456246,35700343,5,3,4,Xizmat,Viloyat,0.07144808073501821,1.1703899790044168,0.9285519192649818,0.04616307985386587,1
19899162,12421079,7478083,188179787,8852409,31369173,31,3,9,Xizmat,Toshkent,0.375798890425637,9.456668929073496,0.624201109574363,0.4448634068107994,1
105536719,95406259,10130460,0,0,63335079,49,0,10,Xizmat,Viloyat,0.09598990849810292,0.0,0.904010091501897,0.0,1
110521238,149588512,-39067274,0,0,0,20,10,9,Savdo,Viloyat,-0.3534820520197213,0.0,1.3534820520197213,0.0,1
180596915,176063555,4533360,355157763,9337869,35144672,20,12,8,Savdo,Toshkent,0.025102089922189423,1.966577131176355,0.9748979100778106,0.05170558422883359,1
60538483,56930932,3607551,0,0,72133893,34,9,2,Xizmat,Viloyat,0.05959103732414306,0.0,0.9404089626758569,0.0,0
92525043,114629643,-22104600,0,0,18524459,30,15,2,Savdo,Viloyat,-0.23890396895033056,0.0,1.2389039689503305,0.0,1
146733789,131130742,15603047,0,0,29385941,19,7,10,Savdo,Viloyat,0.10633574656754757,0.0,0.8936642534324524,0.0,0
126190633,106670806,19519827,133360099,4524213,19784610,42,5,0,Xizmat,Toshkent,0.15468522929114714,1.0568145656262775,0.8453147707088529,0.03585220941082053,0
59903202,35157949,24745253,0,0,32834166,32,6,0,Savdo,Viloyat,0.413087317102014,0.0,0.586912682897986,0.0,0
165649528,161274510,4375018,68779318,2761500,56635175,9,1,3,Savdo,Viloyat,0.026411291676001637,0.41520986404500954,0.9735887083239984,0.01667073871771008,0
452655911,429243542,23412369,183265077,8528596,0,45,3,5,Ishlab chiqarish,Toshkent,0.05172222085486033,0.40486619647832234,0.9482777791451397,0.018841234131150006,0
304387047,215451450,88935597,319244959,14649192,62907407,52,12,1,Ishlab chiqarish,Toshkent,0.29217930879956266,1.048812563302012,0.7078206912004373,0.048126857382337955,0
333191610,346633356,-13441746,177798785,6090791,0,87,10,9,Ishlab chiqarish,Viloyat,-0.04034239037411536,0.5336232355910763,1.0403423903741154,0.01828014516932164,1
215941716,190288156,25653560,36381779,1311465,8931660,6,1,6,Ishlab chiqarish,Toshkent,0.1187985372867927,0.16847962345543277,0.8812014627132073,0.006073235983731833,0
81142444,100795176,-19652732,270287053,11806009,10195139,31,8,6,Xizmat,Toshkent,-0.24220039514708233,3.331019373781741,1.2422003951470824,0.14549733059556352,1
108023897,119563272,-11539375,288901436,10996593,66757385,46,10,7,Ishlab chiqarish,Viloyat,-0.10682242837434387,2.6744215310062365,1.106822428374344,0.10179778091138482,1
210053885,227362715,-17308830,40504948,1509792,0,34,0,10,Savdo,Toshkent,-0.08240185607612066,0.19283122518776552,1.0824018560761206,0.007187641399729407,1
238020626,188388417,49632209,96567920,3922975,28741751,30,4,1,Ishlab chiqarish,Viloyat,0.20852062207415586,0.4057124024201163,0.7914793779258441,0.016481659870939084,0
169704834,182947534,-13242700,0,0,0,17,13,2,Xizmat,Toshkent,-0.07803372295217,0.0,1.07803372295217,0.0,0
87149036,54171218,32977818,96134053,2261122,25111658,50,1,7,Xizmat,Viloyat,0.37840714612150156,1.103099442201518,0.6215928538784984,0.025945461978489355,1
91111341,97081184,-5969843,365304511,8732962,43865090,14,15,4,Savdo,Toshkent,-0.06552250174871205,4.009429638402534,1.065522501748712,0.0958493410825772,1
175320435,98522916,76797519,0,0,69117963,42,6,7,Xizmat,Toshkent,0.4380408878177835,0.0,0.5619591121822165,0.0,0
61047135,64455170,-3408035,106966744,4428431,58406574,39,2,4,Savdo,Viloyat,-0.0558262889814567,1.7521992473520667,1.0558262889814567,0.07254117658429016,1
44111491,34728083,9383408,230064233,11276896,77618165,3,2,0,Savdo,Toshkent,0.2127202637516832,5.215517040673143,0.7872797362483168,0.25564531473216356,0
219682861,246088651,-26405790,0,0,20477908,26,8,8,Ishlab chiqarish,Viloyat,-0.12019959080922567,0.0,1.1201995908092257,0.0,1
47321500,30776006,16545494,0,0,0,32,15,4,Xizmat,Viloyat,0.34964010016588654,0.0,0.6503598998341135,0.0,0
84875981,78270933,6605048,268046135,12539239,11587863,49,11,2,Xizmat,Viloyat,0.07781999008647687,3.1580917456494553,0.9221800099135231,0.14773601261822233,0
66467215,46645865,19821350,350790033,8236803,17606450,23,14,8,Savdo,Toshkent,0.2982124345062449,5.277640006430238,0.7017875654937551,0.12392279411737049,1
43145995,43392862,-246867,0,0,0,48,15,8,Xizmat,Viloyat,-0.005721666634411838,0.0,1.0057216666344118,0.0,1
535520412,302038041,233482371,0,0,63427648,17,8,5,Ishlab chiqarish,Toshkent,0.4359915434932105,0.0,0.5640084565067895,0.0,0
129309431,164864640,-35555209,0,0,77493389,31,0,7,Xizmat,Toshkent,-0.27496222607305415,0.0,1.2749622260730542,0.0,1
